data,var,media,contagem,maximo,minimo,mediana,desvio_padrao,variancia,moda
2017-03-21 00:01:42.621,duration_(secs),3199.0444444444443,45,4891.0,1514.0,3254.0,1058.1082380523947,1119593.0434343433,1514.0
2017-03-21 00:01:42.621,duration_(secs),3193.8478260869565,46,4891.0,1514.0,3247.0,1046.8788949887885,1095955.420772947,1514.0
2017-03-21 00:04:51.728,duration_(secs),3197.7021276595747,47,4891.0,1514.0,3254.0,1035.7743567200594,1072828.5180388526,1514.0
2017-03-21 00:04:51.728,duration_(secs),3181.2916666666665,48,4891.0,1514.0,3247.0,1030.9844491538965,1062928.9343971633,1514.0
2017-03-21 00:02:21.301,duration_(secs),3158.938775510204,49,4891.0,1514.0,3240.0,1032.1179763025168,1065267.5170068026,1514.0
2017-03-21 00:02:21.301,duration_(secs),3175.8,50,4891.0,1514.0,3247.0,1028.4660461888204,1057742.408163265,1514.0
2017-03-21 00:02:28.880,duration_(secs),3206.9411764705883,51,4891.0,1514.0,3254.0,1042.1352966244779,1086045.9764705882,1514.0
2017-03-21 00:02:28.880,duration_(secs),3181.596153846154,52,4891.0,1514.0,3247.0,1047.9285310837886,1098154.206259427,1514.0
2017-03-21 00:03:57.485,duration_(secs),3150.3207547169814,53,4891.0,1514.0,3240.0,1062.4866293020225,1128877.8374455734,1514.0
2017-03-21 00:03:57.485,duration_(secs),3126.3888888888887,54,4891.0,1514.0,3207.0,1067.0079205496663,1138505.9025157231,1514.0
2017-03-21 00:06:02.503,duration_(secs),3118.0545454545454,55,4891.0,1514.0,3174.0,1058.8875437472245,1121242.8303030303,1514.0
2017-03-21 00:06:02.503,duration_(secs),3140.8214285714284,56,4891.0,1514.0,3207.0,1062.9596093779062,1129883.1311688311,4393.0
2017-03-21 00:06:11.986,duration_(secs),3127.6140350877195,57,4891.0,1514.0,3174.0,1058.134894762376,1119649.4555137844,4393.0
2017-03-21 00:06:11.986,duration_(secs),3109.2413793103447,58,4891.0,1514.0,3167.0,1058.1042682402522,1119584.6424682396,4393.0
2017-03-21 00:06:47.842,duration_(secs),3112.5423728813557,59,4891.0,1514.0,3174.0,1049.2494250330583,1100924.3559322036,4393.0
2017-03-21 00:06:47.842,duration_(secs),3123.4333333333334,60,4891.0,1514.0,3207.0,1043.7343542587296,1089381.4022598872,4393.0
2017-03-21 00:01:40.599,duration_(secs),3102.1147540983607,61,4891.0,1514.0,3174.0,1048.307415127844,1098948.436612022,4393.0
2017-03-21 00:01:40.599,duration_(secs),3084.2903225806454,62,4891.0,1514.0,3167.0,1049.1095894731325,1100630.9307244846,4393.0
2017-03-21 00:07:02.088,duration_(secs),3109.253968253968,63,4891.0,1514.0,3174.0,1059.31080711598,1122139.3860727088,4393.0
2017-03-21 00:07:02.088,duration_(secs),3104.9375,64,4891.0,1514.0,3167.0,1051.4371551689817,1105520.0912698412,4393.0
2017-03-21 00:03:53.293,duration_(secs),3125.0153846153844,65,4891.0,1514.0,3174.0,1055.6747766876954,1114449.2341346154,4393.0
2017-03-21 00:03:53.293,duration_(secs),3104.0151515151515,66,4891.0,1514.0,3167.0,1061.3248830867988,1126410.5074592072,4393.0
2017-03-21 00:04:40.246,duration_(secs),3100.402985074627,67,4891.0,1514.0,3160.0,1053.6687717670172,1110217.8805970147,4393.0
2017-03-21 00:04:40.246,duration_(secs),3106.544117647059,68,4891.0,1514.0,3167.0,1047.0014245927316,1096211.9830992096,4393.0
2017-03-21 00:04:40.246,duration_(secs),3114.3478260869565,69,4891.0,1514.0,3174.0,1041.2939889173945,1084293.171355499,4393.0
2017-03-21 00:04:40.246,duration_(secs),3093.3714285714286,70,4891.0,1514.0,3167.0,1048.5129590323618,1099379.425258799,4393.0
2017-03-21 00:04:40.554,duration_(secs),3107.281690140845,71,4891.0,1514.0,3174.0,1047.574425356003,1097412.1766599598,4393.0
2017-03-21 00:04:40.554,duration_(secs),3103.652777777778,72,4891.0,1514.0,3167.0,1040.6266551867357,1082903.835485133,4393.0
2017-03-21 00:04:40.554,duration_(secs),3122.6164383561645,73,4891.0,1514.0,3174.0,1045.9999021422434,1094115.7952815827,4393.0
2017-03-21 00:04:40.554,duration_(secs),3122.0810810810813,74,4891.0,1514.0,3167.0,1038.8210224208367,1079149.1166234727,4393.0
2017-03-21 00:07:43.135,duration_(secs),3105.9466666666667,75,4891.0,1514.0,3160.0,1041.1964128300147,1084089.97009009,4393.0
2017-03-21 00:07:43.135,duration_(secs),3113.5131578947367,76,4891.0,1514.0,3167.0,1036.333234610323,1073986.573157895,4393.0
2017-03-21 00:04:37.888,duration_(secs),3109.3506493506493,77,4891.0,1514.0,3160.0,1030.1404319983421,1061189.309637731,4393.0
2017-03-21 00:04:37.888,duration_(secs),3093.0897435897436,78,4891.0,1514.0,3121.5,1033.4564145007087,1068032.1606726607,4393.0
2017-03-21 00:05:42.979,duration_(secs),3101.1772151898736,79,4891.0,1514.0,3160.0,1029.3233744639178,1059506.6092177867,4393.0
2017-03-21 00:05:42.979,duration_(secs),3097.075,80,4891.0,1514.0,3121.5,1023.4458396558465,1047441.3867088608,4393.0
2017-03-21 00:06:16.064,duration_(secs),3117.2345679012346,81,4891.0,1514.0,3160.0,1033.0863622128227,1067267.4317901235,4393.0
2017-03-21 00:06:16.064,duration_(secs),3131.317073170732,82,4891.0,1514.0,3167.0,1034.5787939734103,1070353.280939476,4393.0
2017-03-21 00:09:30.731,duration_(secs),3115.8072289156626,83,4891.0,1514.0,3160.0,1037.9143892726897,1077266.2794593005,4393.0
2017-03-21 00:09:30.731,duration_(secs),3125.345238095238,84,4891.0,1514.0,3167.0,1035.340017416403,1071928.951663798,4393.0
2017-03-21 00:06:40.214,duration_(secs),3110.541176470588,85,4891.0,1514.0,3160.0,1038.1697901428583,1077796.5131652665,4393.0
2017-03-21 00:06:40.214,duration_(secs),3120.8255813953488,86,4891.0,1514.0,3167.0,1036.4423220166693,1074212.686867305,4393.0
2017-03-21 00:06:40.216,duration_(secs),3133.4942528735633,87,4891.0,1514.0,3174.0,1037.152316341321,1075684.9272921677,4393.0
2017-03-21 00:06:40.216,duration_(secs),3121.375,88,4891.0,1514.0,3167.0,1037.4226941147797,1076245.846264368,4393.0
2017-03-21 00:06:40.599,duration_(secs),3139.674157303371,89,4891.0,1514.0,3174.0,1045.8576599579637,1093818.2448927476,4393.0
2017-03-21 00:06:40.599,duration_(secs),3134.4555555555557,90,4891.0,1514.0,3167.0,1041.143215235882,1083979.1946317104,4393.0
2017-03-21 00:05:45.089,duration_(secs),3137.7252747252746,91,4891.0,1514.0,3174.0,1035.812660731596,1072907.8681318683,4393.0
2017-03-21 00:05:45.089,duration_(secs),3140.8804347826085,92,4891.0,1514.0,3207.0,1030.5501128026774,1062033.534997611,4393.0
2017-03-21 00:10:08.918,duration_(secs),3123.3010752688174,93,4891.0,1506.0,3174.0,1038.8598765719105,1079229.843151005,4393.0
2017-03-21 00:10:08.918,duration_(secs),3110.8829787234044,94,4891.0,1506.0,3167.0,1040.2503922767307,1082120.8786318921,4393.0
2017-03-21 00:10:16.313,duration_(secs),3116.357894736842,95,4891.0,1506.0,3174.0,1036.077483299283,1073456.551399776,4393.0
2017-03-21 00:10:16.313,duration_(secs),3104.8229166666665,96,4891.0,1506.0,3167.0,1036.7884826641775,1074930.3577850878,4393.0
2017-03-21 00:08:35.847,duration_(secs),3110.6288659793813,97,4891.0,1506.0,3174.0,1032.9583458000984,1067002.9441580756,4393.0
2017-03-21 00:08:35.847,duration_(secs),3114.0,98,4891.0,1506.0,3207.0,1028.1617767526945,1057116.6391752576,4393.0
2017-03-21 00:07:40.246,duration_(secs),3122.1414141414143,99,4891.0,1506.0,3240.0,1026.105118636418,1052891.7144918572,4393.0
2017-03-21 00:07:40.246,duration_(secs),3110.9,100,4891.0,1506.0,3207.0,1027.080027961981,1054893.3838383837,4393.0
2017-03-21 00:07:40.246,duration_(secs),3095.920792079208,101,4891.0,1506.0,3174.0,1032.9600639247221,1067006.4936633662,4393.0
2017-03-21 00:07:40.246,duration_(secs),3113.607843137255,102,4900.0,1506.0,3207.0,1043.2405829899842,1088350.913997282,4393.0
2017-03-21 00:07:40.552,duration_(secs),3122.9514563106795,103,4900.0,1506.0,3240.0,1042.4361021339255,1086673.027032172,4393.0
2017-03-21 00:07:40.552,duration_(secs),3126.653846153846,104,4900.0,1506.0,3247.0,1038.0502893819905,1077548.4032860342,4393.0
2017-03-21 00:07:40.552,duration_(secs),3127.980952380952,105,4900.0,1506.0,3254.0,1033.1371100174642,1067372.2880952382,4393.0
2017-03-21 00:07:40.552,duration_(secs),3126.4622641509436,106,4900.0,1506.0,3247.0,1028.324519599753,1057451.3176100631,4393.0
2017-03-21 00:07:41.650,duration_(secs),3123.5233644859813,107,4900.0,1506.0,3240.0,1023.9138317389356,1048399.5348263093,4393.0
2017-03-21 00:07:41.650,duration_(secs),3112.7314814814813,108,4900.0,1506.0,3207.0,1025.2705009514068,1051179.6001211489,4393.0
2017-03-21 00:07:41.986,duration_(secs),3121.4036697247707,109,4900.0,1506.0,3240.0,1024.521352734354,1049644.0022086306,4393.0
2017-03-21 00:07:41.986,duration_(secs),3114.481818181818,110,4900.0,1506.0,3207.0,1022.3915902855285,1045284.5638865721,4393.0
2017-03-21 00:07:52.878,duration_(secs),3120.864864864865,111,4900.0,1506.0,3240.0,1019.9531761666717,1040304.4815724816,4393.0
2017-03-21 00:07:52.878,duration_(secs),3135.875,112,4900.0,1506.0,3247.0,1027.6995838690823,1056166.4346846847,4393.0
2017-03-21 00:11:03.475,duration_(secs),3128.7522123893805,113,4900.0,1506.0,3240.0,1025.8992791255096,1052469.33091024,4393.0
2017-03-21 00:11:03.475,duration_(secs),3140.2017543859647,114,4900.0,1506.0,3247.0,1028.6398458091517,1058099.9323862754,4393.0
2017-03-21 00:11:33.887,duration_(secs),3126.2347826086957,115,4900.0,1506.0,3240.0,1035.0131055228812,1071252.128604119,4393.0
2017-03-21 00:11:33.887,duration_(secs),3117.0344827586205,116,4900.0,1506.0,3207.0,1035.2563801849487,1071755.772713643,4393.0
2017-03-21 00:06:38.232,duration_(secs),3115.008547008547,117,4900.0,1506.0,3174.0,1031.0173206321804,1062996.7154435602,4393.0
2017-03-21 00:06:38.232,duration_(secs),3128.8813559322034,118,4900.0,1506.0,3207.0,1037.6034613802285,1076620.9430682312,4393.0
2017-03-21 00:08:55.046,duration_(secs),3142.5126050420167,119,4900.0,1506.0,3240.0,1043.8431587618916,1089608.5400940038,4393.0
2017-03-21 00:08:55.046,duration_(secs),3145.6,120,4900.0,1506.0,3247.0,1039.998080153367,1081596.0067226891,4393.0
2017-03-21 00:12:08.892,duration_(secs),3157.9338842975208,121,4900.0,1506.0,3254.0,1044.5045694453836,1090989.7955922864,4393.0
2017-03-21 00:12:08.892,duration_(secs),3152.55737704918,122,4900.0,1506.0,3247.0,1041.8733052938694,1085499.9842839723,4393.0
2017-03-21 00:12:14.296,duration_(secs),3157.878048780488,123,4900.0,1506.0,3254.0,1039.271147387862,1080084.5177928829,4393.0
2017-03-21 00:12:14.296,duration_(secs),3156.2258064516127,124,4900.0,1506.0,3247.0,1035.201357725119,1071641.8510359298,4393.0
2017-03-21 00:09:59.010,duration_(secs),3168.016,125,4900.0,1506.0,3254.0,1039.4112088255822,1080375.661032258,4393.0
2017-03-21 00:09:59.010,duration_(secs),3177.5714285714284,126,4900.0,1506.0,3260.0,1040.7868364161523,1083237.2388571426,4393.0
2017-03-21 00:13:10.964,duration_(secs),3176.6141732283463,127,4900.0,1506.0,3254.0,1036.704631422759,1074756.4928133984,4393.0
2017-03-21 00:13:10.964,duration_(secs),3170.3203125,128,4900.0,1506.0,3247.0,1035.0672763983835,1071364.2666707677,4393.0
2017-03-21 00:13:12.601,duration_(secs),3181.201550387597,129,4900.0,1506.0,3254.0,1038.3968441473025,1078268.0059350776,4393.0
2017-03-21 00:13:12.601,duration_(secs),3169.2076923076925,130,4900.0,1506.0,3247.0,1043.3648361602563,1088610.1813357186,4393.0
2017-03-21 00:10:40.246,duration_(secs),3167.93893129771,131,4900.0,1506.0,3240.0,1039.4455900639841,1080447.1347034643,4393.0
2017-03-21 00:10:40.246,duration_(secs),3176.8939393939395,132,4900.0,1506.0,3247.0,1040.5694657699503,1082784.8130927596,4393.0
2017-03-21 00:10:40.246,duration_(secs),3180.4285714285716,133,4900.0,1506.0,3254.0,1037.4215872939747,1076243.5497835497,4393.0
2017-03-21 00:10:40.246,duration_(secs),3182.097014925373,134,4900.0,1506.0,3260.0,1033.694591895658,1068524.509314331,4393.0
2017-03-21 00:10:40.552,duration_(secs),3175.814814814815,135,4900.0,1506.0,3254.0,1032.4138515987245,1065878.360972913,4393.0
2017-03-21 00:10:40.552,duration_(secs),3183.073529411765,136,4900.0,1506.0,3260.0,1032.0603961106365,1065148.6612200437,4393.0
2017-03-21 00:10:40.552,duration_(secs),3190.124087591241,137,4900.0,1506.0,3266.0,1031.565318604631,1064127.0065478743,4393.0
2017-03-21 00:10:40.552,duration_(secs),3202.7391304347825,138,4931.0,1506.0,3285.0,1038.4223034755382,1078320.8803554426,4393.0
2017-03-21 00:10:44.269,duration_(secs),3194.971223021583,139,4931.0,1506.0,3266.0,1038.6983558898144,1078894.2745282035,4393.0
2017-03-21 00:10:44.269,duration_(secs),3193.157142857143,140,4931.0,1506.0,3260.0,1035.1778443210003,1071593.1693730731,4393.0
2017-03-21 00:09:23.306,duration_(secs),3203.624113475177,141,4931.0,1506.0,3266.0,1038.9352897421138,1079386.5362715297,4393.0
2017-03-21 00:09:23.306,duration_(secs),3214.556338028169,142,4931.0,1506.0,3285.0,1043.408948779034,1088702.2343921687,4393.0
2017-03-21 00:11:27.835,duration_(secs),3215.937062937063,143,4931.0,1506.0,3304.0,1039.859573514977,1081307.9326307497,4393.0
2017-03-21 00:11:27.835,duration_(secs),3219.8611111111113,144,4931.0,1506.0,3339.5,1037.286687894274,1075963.672882673,4393.0
2017-03-21 00:11:40.214,duration_(secs),3218.158620689655,145,4931.0,1506.0,3304.0,1033.8819959788425,1068911.9816091955,4393.0
2017-03-21 00:11:40.214,duration_(secs),3206.4794520547944,146,4931.0,1506.0,3285.0,1039.9302908943935,1081455.0099196977,4393.0
2017-03-21 00:11:40.216,duration_(secs),3216.2108843537417,147,4931.0,1506.0,3304.0,1043.0574278000893,1087968.7976889387,4393.0
2017-03-21 00:11:40.216,duration_(secs),3227.858108108108,148,4940.0,1506.0,3339.5,1049.1162981007462,1100645.006940614,4393.0
2017-03-21 00:11:40.599,duration_(secs),3227.8322147651006,149,4940.0,1506.0,3304.0,1045.566026730256,1093208.3162524942,4393.0
2017-03-21 00:11:40.599,duration_(secs),3223.76,150,4940.0,1506.0,3285.0,1043.244356635111,1088358.7876510068,4393.0
2017-03-21 00:11:37.020,duration_(secs),3232.887417218543,151,4940.0,1506.0,3304.0,1045.7929211403589,1093682.8339072848,4393.0
2017-03-21 00:11:37.020,duration_(secs),3233.532894736842,152,4940.0,1506.0,3317.5,1042.3546568701315,1086503.2306988498,4393.0
2017-03-21 00:11:46.533,duration_(secs),3244.5098039215686,153,4940.0,1506.0,3331.0,1047.7550004756226,1097790.5410216718,4393.0
2017-03-21 00:11:46.533,duration_(secs),3252.551948051948,154,4940.0,1506.0,3353.0,1049.0831978958063,1100575.5561072913,4393.0
2017-03-21 00:15:04.757,duration_(secs),3252.483870967742,155,4940.0,1506.0,3331.0,1045.6718796701814,1093429.67993297,4393.0
2017-03-21 00:15:04.757,duration_(secs),3259.346153846154,156,4940.0,1506.0,3353.0,1045.811397626009,1093721.4794044665,4393.0
2017-03-21 00:11:55.699,duration_(secs),3248.6751592356686,157,4940.0,1506.0,3331.0,1050.9938411134806,1104588.0540584682,4393.0
2017-03-21 00:11:55.699,duration_(secs),3252.525316455696,158,4940.0,1506.0,3353.0,1048.758603128122,1099894.6076352498,4393.0
2017-03-21 00:12:06.462,duration_(secs),3256.446540880503,159,4940.0,1506.0,3375.0,1046.6030926365734,1095378.0335164398,4393.0
2017-03-21 00:12:06.462,duration_(secs),3259.2625,160,4940.0,1506.0,3389.5,1043.9145576225826,1089757.6036163524,4393.0
2017-03-21 00:15:10.085,duration_(secs),3254.285714285714,161,4940.0,1506.0,3375.0,1042.561427618125,1086934.330357143,4393.0
2017-03-21 00:15:10.085,duration_(secs),3250.277777777778,162,4940.0,1506.0,3353.0,1040.5697868795055,1082785.4813664595,4393.0
2017-03-21 00:12:16.491,duration_(secs),3259.122699386503,163,4940.0,1506.0,3375.0,1043.481451875156,1088853.5404074832,4393.0
2017-03-21 00:12:16.491,duration_(secs),3256.3414634146343,164,4940.0,1506.0,3353.0,1040.8852204717955,1083442.0421966182,4393.0
2017-03-21 00:11:13.943,duration_(secs),3256.70303030303,165,4940.0,1506.0,3331.0,1037.7173308913293,1076857.2588322246,4393.0
2017-03-21 00:11:13.943,duration_(secs),3250.3072289156626,166,4940.0,1506.0,3323.5,1037.8445417870266,1077121.292917123,4393.0
2017-03-21 00:12:25.979,duration_(secs),3253.7784431137725,167,4940.0,1506.0,3331.0,1035.6856898727526,1072644.8482071997,4393.0
2017-03-21 00:12:25.979,duration_(secs),3258.5,168,4940.0,1506.0,3353.0,1034.3921238429184,1069967.0658682634,4393.0
2017-03-21 00:15:35.806,duration_(secs),3260.526627218935,169,4940.0,1506.0,3375.0,1031.6454498073451,1064292.3341081995,4393.0
2017-03-21 00:15:35.806,duration_(secs),3255.1117647058823,170,4940.0,1506.0,3353.0,1031.008860998976,1062979.2714584058,4393.0
2017-03-21 00:15:34.836,duration_(secs),3261.7953216374267,171,4940.0,1506.0,3375.0,1031.6806728835786,1064365.0108015137,4393.0
2017-03-21 00:15:34.836,duration_(secs),3255.2441860465115,172,4940.0,1506.0,3353.0,1032.2414654277634,1065522.4429484564,4393.0
2017-03-21 00:12:35.159,duration_(secs),3265.0404624277458,173,4950.0,1506.0,3375.0,1037.2703800728762,1075929.8413765288,4393.0
2017-03-21 00:12:35.159,duration_(secs),3260.7413793103447,174,4950.0,1506.0,3353.0,1035.8216457777228,1072926.4818616703,4393.0
2017-03-21 00:12:44.185,duration_(secs),3254.365714285714,175,4950.0,1506.0,3331.0,1036.2788384414891,1073873.8310016422,4393.0
2017-03-21 00:12:44.185,duration_(secs),3257.619318181818,176,4950.0,1506.0,3353.0,1034.2149361971365,1069600.5342532468,4393.0
2017-03-21 00:12:53.989,duration_(secs),3266.6610169491523,177,4950.0,1506.0,3375.0,1038.264618740572,1077993.4185285054,4393.0
2017-03-21 00:12:53.989,duration_(secs),3259.483146067416,178,4950.0,1506.0,3353.0,1039.7470586839972,1081073.9460420236,4393.0
2017-03-21 00:13:03.105,duration_(secs),3267.608938547486,179,4950.0,1506.0,3375.0,1042.5064023883867,1086819.599020777,4393.0
2017-03-21 00:13:03.105,duration_(secs),3265.733333333333,180,4950.0,1506.0,3353.0,1039.8948034463085,1081381.2022346368,4393.0
2017-03-21 00:14:14.926,duration_(secs),3273.0939226519336,181,4950.0,1506.0,3375.0,1041.7196343954945,1085179.7966850826,4393.0
2017-03-21 00:14:14.926,duration_(secs),3277.5274725274726,182,4950.0,1506.0,3389.5,1040.5584013085993,1082761.786533908,4393.0
2017-03-21 00:13:22.575,duration_(secs),3268.125683060109,183,4950.0,1506.0,3375.0,1045.4609428467784,1092988.5830180747,4393.0
2017-03-21 00:13:22.575,duration_(secs),3260.3478260869565,184,4950.0,1506.0,3353.0,1047.9251207427812,1098147.0586837728,4393.0
2017-03-21 00:16:30.575,duration_(secs),3268.237837837838,185,4950.0,1506.0,3375.0,1050.5691509614308,1103695.5409518215,4393.0
2017-03-21 00:16:30.575,duration_(secs),3263.043010752688,186,4950.0,1506.0,3353.0,1050.1185921597307,1102749.057599535,4393.0
2017-03-21 00:13:40.246,duration_(secs),3261.7540106951874,187,4950.0,1506.0,3331.0,1047.4402148476372,1097131.0036800646,4393.0
2017-03-21 00:13:40.246,duration_(secs),3262.313829787234,188,4950.0,1506.0,3349.0,1044.6640185626054,1091322.9116793717,4393.0
2017-03-21 00:13:40.246,duration_(secs),3264.2433862433863,189,4950.0,1506.0,3367.0,1042.219595444692,1086221.6851288977,4393.0
2017-03-21 00:13:40.246,duration_(secs),3257.857894736842,190,4950.0,1506.0,3349.0,1043.1786212264437,1088221.6357839042,4393.0
2017-03-21 00:13:40.556,duration_(secs),3258.0366492146595,191,4950.0,1506.0,3331.0,1040.4327256216534,1082500.2565445027,4393.0
2017-03-21 00:13:40.556,duration_(secs),3249.03125,192,4950.0,1506.0,3323.5,1045.1810279646668,1092403.3812172774,4393.0
2017-03-21 00:13:40.556,duration_(secs),3248.440414507772,193,4950.0,1506.0,3316.0,1042.4879634715983,1086781.1539831606,4393.0
2017-03-21 00:13:40.556,duration_(secs),3253.458762886598,194,4950.0,1506.0,3323.5,1042.130425961914,1086035.82471556,4393.0
2017-03-21 00:13:41.752,duration_(secs),3249.0153846153844,195,4950.0,1506.0,3316.0,1041.2913645794151,1084287.7059476606,4393.0
2017-03-21 00:13:41.752,duration_(secs),3255.3010204081634,196,4950.0,1506.0,3323.5,1042.3392263405347,1086471.062768184,4393.0
2017-03-21 00:13:32.202,duration_(secs),3257.223350253807,197,4950.0,1506.0,3331.0,1040.02683975519,1081655.8274111676,4393.0
2017-03-21 00:13:32.202,duration_(secs),3253.318181818182,198,4950.0,1506.0,3323.5,1038.8381760959903,1079184.756114444,4393.0
2017-03-21 00:13:42.147,duration_(secs),3253.140703517588,199,4950.0,1506.0,3316.0,1036.2145512702227,1073740.5962641488,4393.0
2017-03-21 00:13:42.147,duration_(secs),3260.295,200,4950.0,1506.0,3323.5,1038.547883589167,1078581.7065075377,4393.0
