accessed_date,age,motivo_erro
2017-03-15 12:49:49.737,,valor_nulo
2017-03-15 12:49:49.737,,valor_nulo
2017-03-15 12:49:51.653,,valor_nulo
2017-03-15 12:49:51.653,,valor_nulo
2017-03-15 12:49:55.892,,valor_nulo
2017-03-15 12:49:55.892,,valor_nulo
2017-03-15 12:49:57.101,,valor_nulo
2017-03-15 12:49:57.101,,valor_nulo
2017-03-15 12:49:58.927,,valor_nulo
2017-03-15 12:49:58.927,,valor_nulo
2017-03-15 12:49:34.305,,valor_nulo
2017-03-15 12:49:34.305,,valor_nulo
2017-03-15 12:49:34.711,,valor_nulo
2017-03-15 12:49:34.711,,valor_nulo
2017-03-15 12:49:35.844,,valor_nulo
2017-03-15 12:49:35.844,,valor_nulo
2017-03-15 12:49:36.240,,valor_nulo
2017-03-15 12:49:36.240,,valor_nulo
2017-03-15 12:49:37.389,,valor_nulo
2017-03-15 12:49:37.389,,valor_nulo
2017-03-15 12:49:37.773,,valor_nulo
2017-03-15 12:49:37.773,,valor_nulo
2017-03-15 12:49:38.385,,valor_nulo
2017-03-15 12:49:38.385,,valor_nulo
2017-03-15 12:49:38.387,,valor_nulo
2017-03-15 12:49:38.387,,valor_nulo
2017-03-15 12:49:38.926,,valor_nulo
2017-03-15 12:49:38.926,,valor_nulo
2017-03-15 12:49:39.305,,valor_nulo
2017-03-15 12:49:39.305,,valor_nulo
2017-03-15 12:49:40.233,,valor_nulo
2017-03-15 12:49:40.233,,valor_nulo
2017-03-15 12:49:40.460,,valor_nulo
2017-03-15 12:49:40.460,,valor_nulo
2017-03-15 12:49:40.506,,valor_nulo
2017-03-15 12:49:40.506,,valor_nulo
2017-03-15 12:49:40.846,,valor_nulo
2017-03-15 12:49:40.846,,valor_nulo
2017-03-15 12:49:42.007,,valor_nulo
2017-03-15 12:49:42.007,,valor_nulo
2017-03-15 12:49:42.020,,valor_nulo
2017-03-15 12:49:42.020,,valor_nulo
2017-03-15 12:49:42.398,,valor_nulo
2017-03-15 12:49:42.398,,valor_nulo
2017-03-15 12:49:42.552,,valor_nulo
2017-03-15 12:49:42.552,,valor_nulo
2017-03-15 12:49:43.551,,valor_nulo
2017-03-15 12:49:43.551,,valor_nulo
2017-03-15 12:49:43.784,,valor_nulo
2017-03-15 12:49:43.784,,valor_nulo
2017-03-15 12:49:43.932,,valor_nulo
2017-03-15 12:49:43.932,,valor_nulo
2017-03-15 12:49:44.625,,valor_nulo
2017-03-15 12:49:44.625,,valor_nulo
2017-03-15 12:49:45.092,,valor_nulo
2017-03-15 12:49:45.092,,valor_nulo
2017-03-15 12:49:45.466,,valor_nulo
2017-03-15 12:49:45.466,,valor_nulo
2017-03-15 12:49:45.581,,valor_nulo
2017-03-15 12:49:45.581,,valor_nulo
2017-03-15 12:49:46.628,,valor_nulo
2017-03-15 12:49:46.628,,valor_nulo
2017-03-15 12:49:46.661,,valor_nulo
2017-03-15 12:49:46.661,,valor_nulo
2017-03-15 12:49:47.021,,valor_nulo
2017-03-15 12:49:47.021,,valor_nulo
2017-03-15 12:49:47.346,,valor_nulo
2017-03-15 12:49:47.346,,valor_nulo
2017-03-15 12:49:48.180,,valor_nulo
2017-03-15 12:49:48.180,,valor_nulo
2017-03-15 12:49:48.563,,valor_nulo
2017-03-15 12:49:48.563,,valor_nulo
2017-03-15 12:49:50.106,,valor_nulo
2017-03-15 12:49:50.106,,valor_nulo
2017-03-15 12:49:50.554,,valor_nulo
2017-03-15 12:49:50.554,,valor_nulo
2017-03-15 12:49:51.176,,valor_nulo
2017-03-15 12:49:51.176,,valor_nulo
2017-03-15 12:49:51.272,,valor_nulo
2017-03-15 12:49:51.272,,valor_nulo
2017-03-15 12:49:52.464,,valor_nulo
2017-03-15 12:49:52.464,,valor_nulo
2017-03-15 12:49:52.807,,valor_nulo
2017-03-15 12:49:52.807,,valor_nulo
2017-03-15 12:49:53.128,,valor_nulo
2017-03-15 12:49:53.128,,valor_nulo
2017-03-15 12:49:53.195,,valor_nulo
2017-03-15 12:49:53.195,,valor_nulo
2017-03-15 12:49:54.346,,valor_nulo
2017-03-15 12:49:54.346,,valor_nulo
2017-03-15 12:49:54.393,,valor_nulo
2017-03-15 12:49:54.393,,valor_nulo
2017-03-15 12:49:54.743,,valor_nulo
2017-03-15 12:49:54.743,,valor_nulo
2017-03-15 12:49:55.082,,valor_nulo
2017-03-15 12:49:55.082,,valor_nulo
2017-03-15 12:49:56.262,,valor_nulo
2017-03-15 12:49:56.262,,valor_nulo
2017-03-15 12:49:56.280,,valor_nulo
2017-03-15 12:49:56.280,,valor_nulo
2017-03-15 12:49:57.432,,valor_nulo
2017-03-15 12:49:57.432,,valor_nulo
2017-03-15 12:49:57.815,,valor_nulo
2017-03-15 12:49:57.815,,valor_nulo
2017-03-15 12:49:58.188,,valor_nulo
2017-03-15 12:49:58.188,,valor_nulo
2017-03-15 12:49:58.967,,valor_nulo
2017-03-15 12:49:58.967,,valor_nulo
2017-03-15 12:49:59.358,,valor_nulo
2017-03-15 12:49:59.358,,valor_nulo
2017-03-15 12:50:00.210,,valor_nulo
2017-03-15 12:50:00.210,,valor_nulo
2017-03-15 12:50:00.511,,valor_nulo
2017-03-15 12:50:00.511,,valor_nulo
2017-03-15 12:50:00.746,,valor_nulo
2017-03-15 12:50:00.746,,valor_nulo
2017-03-15 12:50:00.910,,valor_nulo
2017-03-15 12:50:00.910,,valor_nulo
2017-03-15 12:50:02.054,,valor_nulo
2017-03-15 12:50:02.054,,valor_nulo
2017-03-15 12:50:02.230,,valor_nulo
2017-03-15 12:50:02.230,,valor_nulo
2017-03-15 12:50:02.447,,valor_nulo
2017-03-15 12:50:02.447,,valor_nulo
2017-03-15 12:50:02.744,,valor_nulo
2017-03-15 12:50:02.744,,valor_nulo
2017-03-15 12:50:03.595,,valor_nulo
2017-03-15 12:50:03.595,,valor_nulo
2017-03-15 12:50:03.993,,valor_nulo
2017-03-15 12:50:03.993,,valor_nulo
2017-03-15 12:50:04.062,,valor_nulo
2017-03-15 12:50:04.062,,valor_nulo
2017-03-15 12:50:04.665,,valor_nulo
2017-03-15 12:50:04.665,,valor_nulo
2017-03-15 12:50:05.921,,valor_nulo
2017-03-15 12:50:05.921,,valor_nulo
2017-03-15 12:50:06.585,,valor_nulo
2017-03-15 12:50:06.585,,valor_nulo
2017-03-15 13:54:53.458,,valor_nulo
2017-03-15 13:54:53.458,,valor_nulo
2017-03-15 13:55:09.063,,valor_nulo
2017-03-15 13:55:09.063,,valor_nulo
2017-03-15 13:08:16.322,,valor_nulo
2017-03-15 13:08:16.322,,valor_nulo
2017-03-15 15:00:13.949,,valor_nulo
2017-03-15 15:00:13.949,,valor_nulo
2017-03-15 14:09:15.337,,valor_nulo
2017-03-15 14:09:15.337,,valor_nulo
2017-03-15 14:09:50.151,,valor_nulo
2017-03-15 14:09:50.151,,valor_nulo
2017-03-15 14:11:06.323,,valor_nulo
2017-03-15 14:11:06.323,,valor_nulo
2017-03-15 14:11:42.766,,valor_nulo
2017-03-15 14:11:42.766,,valor_nulo
2017-03-15 14:11:45.035,,valor_nulo
2017-03-15 14:11:45.035,,valor_nulo
2017-03-15 14:12:59.642,,valor_nulo
2017-03-15 14:12:59.642,,valor_nulo
2017-03-15 14:13:15.512,,valor_nulo
2017-03-15 14:13:15.512,,valor_nulo
2017-03-15 15:17:35.992,,valor_nulo
2017-03-15 15:17:35.992,,valor_nulo
2017-03-15 14:14:47.142,,valor_nulo
2017-03-15 14:14:47.142,,valor_nulo
2017-03-15 14:15:22.102,,valor_nulo
2017-03-15 14:15:22.102,,valor_nulo
2017-03-15 14:16:38.319,,valor_nulo
2017-03-15 14:16:38.319,,valor_nulo
2017-03-15 14:17:14.690,,valor_nulo
2017-03-15 14:17:14.690,,valor_nulo
2017-03-15 14:17:16.934,,valor_nulo
2017-03-15 14:17:16.934,,valor_nulo
2017-03-15 15:26:06.030,,valor_nulo
2017-03-15 15:26:06.030,,valor_nulo
2017-03-15 15:26:09.974,,valor_nulo
2017-03-15 15:26:09.974,,valor_nulo
2017-03-15 15:26:54.225,,valor_nulo
2017-03-15 15:26:54.225,,valor_nulo
2017-03-15 14:18:31.881,,valor_nulo
2017-03-15 14:18:31.881,,valor_nulo
2017-03-15 14:18:47.598,,valor_nulo
2017-03-15 14:18:47.598,,valor_nulo
2017-03-15 14:18:52.582,,valor_nulo
2017-03-15 14:18:52.582,,valor_nulo
2017-03-15 14:19:09.450,,valor_nulo
2017-03-15 14:19:09.450,,valor_nulo
2017-03-15 14:19:10.099,,valor_nulo
2017-03-15 14:19:10.099,,valor_nulo
2017-03-15 15:28:28.980,,valor_nulo
2017-03-15 15:28:28.980,,valor_nulo
2017-03-15 15:28:25.068,,valor_nulo
2017-03-15 15:28:25.068,,valor_nulo
2017-03-15 15:28:37.796,,valor_nulo
2017-03-15 15:28:37.796,,valor_nulo
2017-03-15 14:20:29.631,,valor_nulo
2017-03-15 14:20:29.631,,valor_nulo
2017-03-15 14:20:33.711,,valor_nulo
2017-03-15 14:20:33.711,,valor_nulo
2017-03-15 15:29:19.326,,valor_nulo
2017-03-15 15:29:19.326,,valor_nulo
2017-03-15 15:29:22.400,,valor_nulo
2017-03-15 15:29:22.400,,valor_nulo
2017-03-15 14:20:42.550,,valor_nulo
2017-03-15 14:20:42.550,,valor_nulo
2017-03-15 14:21:02.167,,valor_nulo
2017-03-15 14:21:02.167,,valor_nulo
2017-03-15 15:29:42.174,,valor_nulo
2017-03-15 15:29:42.174,,valor_nulo
2017-03-15 14:23:12.415,,valor_nulo
2017-03-15 14:23:12.415,,valor_nulo
2017-03-15 14:34:22.390,,valor_nulo
2017-03-15 14:34:22.390,,valor_nulo
2017-03-15 14:34:22.517,,valor_nulo
2017-03-15 14:34:22.517,,valor_nulo
2017-03-15 14:34:32.855,,valor_nulo
2017-03-15 14:34:32.855,,valor_nulo
2017-03-15 14:35:06.651,,valor_nulo
2017-03-15 14:35:06.651,,valor_nulo
2017-03-15 14:35:17.281,,valor_nulo
2017-03-15 14:35:17.281,,valor_nulo
2017-03-15 14:35:25.412,,valor_nulo
2017-03-15 14:35:25.412,,valor_nulo
2017-03-15 14:36:28.761,,valor_nulo
2017-03-15 14:36:28.761,,valor_nulo
2017-03-15 14:36:31.434,,valor_nulo
2017-03-15 14:36:31.434,,valor_nulo
2017-03-15 14:36:33.417,,valor_nulo
2017-03-15 14:36:33.417,,valor_nulo
2017-03-15 14:36:34.662,,valor_nulo
2017-03-15 14:36:34.662,,valor_nulo
2017-03-15 14:36:35.374,,valor_nulo
2017-03-15 14:36:35.374,,valor_nulo
2017-03-15 14:36:37.317,,valor_nulo
2017-03-15 14:36:37.317,,valor_nulo
2017-03-15 14:36:39.295,,valor_nulo
2017-03-15 14:36:39.295,,valor_nulo
2017-03-15 14:36:55.755,,valor_nulo
2017-03-15 14:36:55.755,,valor_nulo
2017-03-15 14:36:41.230,,valor_nulo
2017-03-15 14:36:41.230,,valor_nulo
2017-03-15 14:36:57.381,,valor_nulo
2017-03-15 14:36:57.381,,valor_nulo
2017-03-15 14:36:43.196,,valor_nulo
2017-03-15 14:36:43.196,,valor_nulo
2017-03-15 14:36:27.178,,valor_nulo
2017-03-15 14:36:27.178,,valor_nulo
2017-03-15 14:36:45.136,,valor_nulo
2017-03-15 14:36:45.136,,valor_nulo
2017-03-15 14:36:28.744,,valor_nulo
2017-03-15 14:36:28.744,,valor_nulo
2017-03-15 14:36:47.111,,valor_nulo
2017-03-15 14:36:47.111,,valor_nulo
2017-03-15 14:36:30.315,,valor_nulo
2017-03-15 14:36:30.315,,valor_nulo
2017-03-15 14:36:49.110,,valor_nulo
2017-03-15 14:36:49.110,,valor_nulo
2017-03-15 14:36:49.248,,valor_nulo
2017-03-15 14:36:49.248,,valor_nulo
2017-03-15 14:36:31.882,,valor_nulo
2017-03-15 14:36:31.882,,valor_nulo
2017-03-15 14:36:50.878,,valor_nulo
2017-03-15 14:36:50.878,,valor_nulo
2017-03-15 14:36:51.005,,valor_nulo
2017-03-15 14:36:51.005,,valor_nulo
2017-03-15 14:36:33.452,,valor_nulo
2017-03-15 14:36:33.452,,valor_nulo
2017-03-15 14:36:52.508,,valor_nulo
2017-03-15 14:36:52.508,,valor_nulo
2017-03-15 14:36:35.023,,valor_nulo
2017-03-15 14:36:35.023,,valor_nulo
2017-03-15 14:36:53.041,,valor_nulo
2017-03-15 14:36:53.041,,valor_nulo
2017-03-15 14:36:54.130,,valor_nulo
2017-03-15 14:36:54.130,,valor_nulo
2017-03-15 14:36:54.936,,valor_nulo
2017-03-15 14:36:54.936,,valor_nulo
2017-03-15 14:36:36.595,,valor_nulo
2017-03-15 14:36:36.595,,valor_nulo
2017-03-15 14:36:38.166,,valor_nulo
2017-03-15 14:36:38.166,,valor_nulo
2017-03-15 14:36:39.738,,valor_nulo
2017-03-15 14:36:39.738,,valor_nulo
2017-03-15 14:36:56.943,,valor_nulo
2017-03-15 14:36:56.943,,valor_nulo
2017-03-15 14:36:58.856,,valor_nulo
2017-03-15 14:36:58.856,,valor_nulo
2017-03-15 14:36:59.007,,valor_nulo
2017-03-15 14:36:59.007,,valor_nulo
2017-03-15 14:37:00.637,,valor_nulo
2017-03-15 14:37:00.637,,valor_nulo
2017-03-15 14:37:00.815,,valor_nulo
2017-03-15 14:37:00.815,,valor_nulo
2017-03-15 14:37:02.259,,valor_nulo
2017-03-15 14:37:02.259,,valor_nulo
2017-03-15 14:37:02.762,,valor_nulo
2017-03-15 14:37:02.762,,valor_nulo
2017-03-15 14:37:04.775,,valor_nulo
2017-03-15 14:37:04.775,,valor_nulo
2017-03-15 14:37:06.700,,valor_nulo
2017-03-15 14:37:06.700,,valor_nulo
2017-03-15 14:37:08.649,,valor_nulo
2017-03-15 14:37:08.649,,valor_nulo
2017-03-15 14:37:10.652,,valor_nulo
2017-03-15 14:37:10.652,,valor_nulo
2017-03-15 14:37:12.499,,valor_nulo
2017-03-15 14:37:12.499,,valor_nulo
2017-03-15 14:37:14.429,,valor_nulo
2017-03-15 14:37:14.429,,valor_nulo
2017-03-15 14:37:14.735,,valor_nulo
2017-03-15 14:37:14.735,,valor_nulo
2017-03-15 14:37:16.416,,valor_nulo
2017-03-15 14:37:16.416,,valor_nulo
2017-03-15 14:37:16.422,,valor_nulo
2017-03-15 14:37:16.422,,valor_nulo
2017-03-15 14:37:18.402,,valor_nulo
2017-03-15 14:37:18.402,,valor_nulo
2017-03-15 14:37:20.380,,valor_nulo
2017-03-15 14:37:20.380,,valor_nulo
2017-03-15 14:19:00.337,,valor_nulo
2017-03-15 14:19:00.337,,valor_nulo
2017-03-15 14:37:22.348,,valor_nulo
2017-03-15 14:37:22.348,,valor_nulo
2017-03-15 14:37:24.322,,valor_nulo
2017-03-15 14:37:24.322,,valor_nulo
2017-03-15 14:37:26.268,,valor_nulo
2017-03-15 14:37:26.268,,valor_nulo
2017-03-15 14:37:28.205,,valor_nulo
2017-03-15 14:37:28.205,,valor_nulo
2017-03-15 14:37:30.186,,valor_nulo
2017-03-15 14:37:30.186,,valor_nulo
2017-03-15 14:37:59.614,,valor_nulo
2017-03-15 14:37:59.614,,valor_nulo
2017-03-15 14:38:04.183,,valor_nulo
2017-03-15 14:38:04.183,,valor_nulo
2017-03-15 14:36:28.562,,valor_nulo
2017-03-15 14:36:28.562,,valor_nulo
2017-03-15 14:54:05.241,,valor_nulo
2017-03-15 14:54:05.241,,valor_nulo
2017-03-15 14:54:06.777,,valor_nulo
2017-03-15 14:54:06.777,,valor_nulo
2017-03-15 14:36:30.150,,valor_nulo
2017-03-15 14:36:30.150,,valor_nulo
2017-03-15 14:36:31.741,,valor_nulo
2017-03-15 14:36:31.741,,valor_nulo
2017-03-15 14:54:08.163,,valor_nulo
2017-03-15 14:54:08.163,,valor_nulo
2017-03-15 14:54:08.303,,valor_nulo
2017-03-15 14:54:08.303,,valor_nulo
2017-03-15 14:54:09.833,,valor_nulo
2017-03-15 14:54:09.833,,valor_nulo
2017-03-15 14:36:33.335,,valor_nulo
2017-03-15 14:36:33.335,,valor_nulo
2017-03-15 14:54:10.176,,valor_nulo
2017-03-15 14:54:10.176,,valor_nulo
2017-03-15 14:36:34.930,,valor_nulo
2017-03-15 14:36:34.930,,valor_nulo
2017-03-15 14:54:11.373,,valor_nulo
2017-03-15 14:54:11.373,,valor_nulo
2017-03-15 14:54:12.175,,valor_nulo
2017-03-15 14:54:12.175,,valor_nulo
2017-03-15 14:54:12.903,,valor_nulo
2017-03-15 14:54:12.903,,valor_nulo
2017-03-15 14:36:36.525,,valor_nulo
2017-03-15 14:36:36.525,,valor_nulo
2017-03-15 14:54:14.315,,valor_nulo
2017-03-15 14:54:14.315,,valor_nulo
2017-03-15 14:54:14.443,,valor_nulo
2017-03-15 14:54:14.443,,valor_nulo
2017-03-15 14:36:38.121,,valor_nulo
2017-03-15 14:36:38.121,,valor_nulo
2017-03-15 14:54:15.980,,valor_nulo
2017-03-15 14:54:15.980,,valor_nulo
2017-03-15 14:36:39.706,,valor_nulo
2017-03-15 14:36:39.706,,valor_nulo
2017-03-15 14:54:16.355,,valor_nulo
2017-03-15 14:54:16.355,,valor_nulo
2017-03-15 14:54:17.524,,valor_nulo
2017-03-15 14:54:17.524,,valor_nulo
2017-03-15 14:36:41.292,,valor_nulo
2017-03-15 14:36:41.292,,valor_nulo
2017-03-15 14:54:18.401,,valor_nulo
2017-03-15 14:54:18.401,,valor_nulo
2017-03-15 14:36:42.878,,valor_nulo
2017-03-15 14:36:42.878,,valor_nulo
2017-03-15 14:54:19.051,,valor_nulo
2017-03-15 14:54:19.051,,valor_nulo
2017-03-15 14:54:20.366,,valor_nulo
2017-03-15 14:54:20.366,,valor_nulo
2017-03-15 14:54:20.582,,valor_nulo
2017-03-15 14:54:20.582,,valor_nulo
2017-03-15 14:36:44.465,,valor_nulo
2017-03-15 14:36:44.465,,valor_nulo
2017-03-15 14:36:46.051,,valor_nulo
2017-03-15 14:36:46.051,,valor_nulo
2017-03-15 14:54:22.114,,valor_nulo
2017-03-15 14:54:22.114,,valor_nulo
2017-03-15 14:54:22.297,,valor_nulo
2017-03-15 14:54:22.297,,valor_nulo
2017-03-15 14:54:23.653,,valor_nulo
2017-03-15 14:54:23.653,,valor_nulo
2017-03-15 14:36:47.635,,valor_nulo
2017-03-15 14:36:47.635,,valor_nulo
2017-03-15 14:54:24.212,,valor_nulo
2017-03-15 14:54:24.212,,valor_nulo
2017-03-15 14:54:26.163,,valor_nulo
2017-03-15 14:54:26.163,,valor_nulo
2017-03-15 15:56:35.504,,valor_nulo
2017-03-15 15:56:35.504,,valor_nulo
2017-03-15 15:05:59.530,,valor_nulo
2017-03-15 15:05:59.530,,valor_nulo
2017-03-15 15:28:15.628,,valor_nulo
2017-03-15 15:28:15.628,,valor_nulo
2017-03-15 15:28:15.634,,valor_nulo
2017-03-15 15:28:15.634,,valor_nulo
2017-03-15 15:28:17.237,,valor_nulo
2017-03-15 15:28:17.237,,valor_nulo
2017-03-15 15:28:17.318,,valor_nulo
2017-03-15 15:28:17.318,,valor_nulo
2017-03-15 15:28:18.825,,valor_nulo
2017-03-15 15:28:18.825,,valor_nulo
2017-03-15 15:28:18.989,,valor_nulo
2017-03-15 15:28:18.989,,valor_nulo
2017-03-15 15:28:20.386,,valor_nulo
2017-03-15 15:28:20.386,,valor_nulo
2017-03-15 15:28:20.640,,valor_nulo
2017-03-15 15:28:20.640,,valor_nulo
2017-03-15 15:28:21.949,,valor_nulo
2017-03-15 15:28:21.949,,valor_nulo
2017-03-15 15:28:22.293,,valor_nulo
2017-03-15 15:28:22.293,,valor_nulo
2017-03-15 15:28:23.510,,valor_nulo
2017-03-15 15:28:23.510,,valor_nulo
2017-03-15 15:28:23.959,,valor_nulo
2017-03-15 15:28:23.959,,valor_nulo
2017-03-15 15:28:39.451,,valor_nulo
2017-03-15 15:28:39.451,,valor_nulo
2017-03-15 15:28:25.630,,valor_nulo
2017-03-15 15:28:25.630,,valor_nulo
2017-03-15 15:28:41.114,,valor_nulo
2017-03-15 15:28:41.114,,valor_nulo
2017-03-15 15:28:26.626,,valor_nulo
2017-03-15 15:28:26.626,,valor_nulo
2017-03-15 15:28:42.771,,valor_nulo
2017-03-15 15:28:42.771,,valor_nulo
2017-03-15 15:28:27.302,,valor_nulo
2017-03-15 15:28:27.302,,valor_nulo
2017-03-15 15:28:28.186,,valor_nulo
2017-03-15 15:28:28.186,,valor_nulo
2017-03-15 15:28:44.416,,valor_nulo
2017-03-15 15:28:44.416,,valor_nulo
2017-03-15 15:28:29.748,,valor_nulo
2017-03-15 15:28:29.748,,valor_nulo
2017-03-15 15:28:30.664,,valor_nulo
2017-03-15 15:28:30.664,,valor_nulo
2017-03-15 15:28:54.354,,valor_nulo
2017-03-15 15:28:54.354,,valor_nulo
2017-03-15 15:28:31.321,,valor_nulo
2017-03-15 15:28:31.321,,valor_nulo
2017-03-15 15:28:32.325,,valor_nulo
2017-03-15 15:28:32.325,,valor_nulo
2017-03-15 15:28:32.885,,valor_nulo
2017-03-15 15:28:32.885,,valor_nulo
2017-03-15 15:28:56.043,,valor_nulo
2017-03-15 15:28:56.043,,valor_nulo
2017-03-15 15:28:33.943,,valor_nulo
2017-03-15 15:28:33.943,,valor_nulo
2017-03-15 15:28:57.720,,valor_nulo
2017-03-15 15:28:57.720,,valor_nulo
2017-03-15 15:28:34.503,,valor_nulo
2017-03-15 15:28:34.503,,valor_nulo
2017-03-15 15:28:35.498,,valor_nulo
2017-03-15 15:28:35.498,,valor_nulo
2017-03-15 15:28:59.403,,valor_nulo
2017-03-15 15:28:59.403,,valor_nulo
2017-03-15 15:28:36.151,,valor_nulo
2017-03-15 15:28:36.151,,valor_nulo
2017-03-15 15:28:37.052,,valor_nulo
2017-03-15 15:28:37.052,,valor_nulo
2017-03-15 15:29:01.077,,valor_nulo
2017-03-15 15:29:01.077,,valor_nulo
2017-03-15 15:28:38.611,,valor_nulo
2017-03-15 15:28:38.611,,valor_nulo
2017-03-15 15:29:02.723,,valor_nulo
2017-03-15 15:29:02.723,,valor_nulo
2017-03-15 15:28:40.172,,valor_nulo
2017-03-15 15:28:40.172,,valor_nulo
2017-03-15 15:28:41.729,,valor_nulo
2017-03-15 15:28:41.729,,valor_nulo
2017-03-15 15:29:09.333,,valor_nulo
2017-03-15 15:29:09.333,,valor_nulo
2017-03-15 15:29:10.987,,valor_nulo
2017-03-15 15:29:10.987,,valor_nulo
2017-03-15 15:28:43.287,,valor_nulo
